Taxon,UTM10x10,UTM1x1,Ref,References
Brachypodium sylvaticum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Torilis arvensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Petrorhagia nanteuilii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium adiantum-nigrum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Eryngium tenue,NA,NA,NA,https://doi.org/10.15470/j3rugb
Filago pyramidata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Epilobium obscurum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Anagallis foemina,NA,NA,NA,https://doi.org/10.15470/j3rugb
Odontites granatensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polypodium vulgare,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium trichomanes,NA,NA,NA,https://doi.org/10.15470/j3rugb
Helichrysum stoechas,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lonicera etrusca,NA,NA,NA,https://doi.org/10.15470/j3rugb
Centaurea paniculata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Galium pinetorum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Thesium divaricatum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Campanula lusitanica lusitanica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Agrostis capillaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sorbus torminalis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rubus ulmifolius,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rosa obtusifolia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Galium lucidum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Tanacetum corymbosum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Centaurium grandiflorum majus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Trifolium angustifolium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Veronica anagallis-aquatica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Linum bienne,NA,NA,NA,https://doi.org/10.15470/j3rugb
Castanea sativa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Mantisalca salmantica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Tamus communis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia amygdaloides,NA,NA,NA,https://doi.org/10.15470/j3rugb
Vicia villosa varia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Veronica montana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ruta graveolens,NA,NA,NA,https://doi.org/10.15470/j3rugb
Avena barbata barbata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Physospermum cornubiense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Geranium pyrenaicum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hippocrepis comosa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hedera hibernica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polygonatum odoratum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Leontodon hispidus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Circaea lutetiana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sedum dasyphyllum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Plantago coronopus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Juncus bufonius,NA,NA,NA,https://doi.org/10.15470/j3rugb
Tordylium maximum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Juncus bufonius,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sedum forsterianum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lophochloa cristata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Phagnalon saxatile,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hypericum montanum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Phillyrea angustifolia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rhamnus alaternus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Prunella grandiflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genista falcata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Phleum pratense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Helichrysum stoechas,NA,NA,NA,https://doi.org/10.15470/j3rugb
Acer pseudoplatanus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Vicia sepium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polystichum setiferum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Primula vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rhamnus cathartica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Brachypodium sylvaticum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Eupatorium cannabinum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Geum urbanum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex divulsa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex muricata pairae,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex flacca,NA,NA,NA,https://doi.org/10.15470/j3rugb
Anthriscus sylvestris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euonymus europaeus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Phalaris arundinacea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Juncus inflexus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia falcata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Fraxinus excelsior,NA,NA,NA,https://doi.org/10.15470/j3rugb
Acer pseudoplatanus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Acer pseudoplatanus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Juncus articulatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex elata reuteriana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Acer monspessulanum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex remota,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ruscus aculeatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lapsana communis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Pistacia terebinthus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Anarrhinum bellidifolium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Jasminum fruticans,NA,NA,NA,https://doi.org/10.15470/j3rugb
Prunus insititia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Galium verum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Viburnum lantana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium billotii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Campanula lusitanica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium onopteris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rhamnus cathartica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Oenanthe crocata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Crepis lampsanoides,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ranunculus penicillatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ranunculus penicillatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Scrophularia auriculata auriculata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Veronica anagallis-aquatica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cyperus longus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Andryala ragusina,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cyperus longus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ophioglossum azoricum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Holcus lanatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Brachypodium sylvaticum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cynosurus cristatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex muricata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hypericum perforatum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cynosurus cristatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Umbilicus heylandianus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Melica uniflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Mantisalca salmantica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Pallenis spinosa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Allium schoenoprasum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Leontodon farinosus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Panicum capillare,30T1897,30T189771,NA,https://doi.org/10.15470/j3rugb
Salix neotricha,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lemna minor,NA,NA,NA,https://doi.org/10.15470/j3rugb
Bromus ramosus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sparganium erectum neglectum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cyperus eragrostis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lysimachia vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lemna gibba,NA,NA,NA,https://doi.org/10.15470/j3rugb
Filago pyramidata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Gastridium ventricosum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex divisa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asperula aristata longiflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Leuzea conifera,NA,NA,NA,https://doi.org/10.15470/j3rugb
Mentha pulegium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hypericum montanum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium onopteris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,30TWM39,30TWM3492,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,30TWM39,30TWM3492,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,30TWM09,30TWM0895,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,30TWM09,30TWM0895,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,30TWM09,30TWM0895,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,30TWM09,30TWM0895,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM04,30TVM0446,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM04,30TVM0446,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM25,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM25,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM98,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM85,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM85,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM24,30TWM2948,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM24,30TWM2948,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM95,NA,NA,https://doi.org/10.15470/j3rugb
Carex remota,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lythrum thymifolia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Agrostis castellana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Acinos alpinus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Echinaria capitata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hordeum murinum leporinum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Prunella laciniata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Velezia rigida,NA,NA,NA,https://doi.org/10.15470/j3rugb
Crucianella angustifolia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Gastridium ventricosum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ajuga chamaepitys,NA,NA,NA,https://doi.org/10.15470/j3rugb
Echinochloa frumentacea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium onopteris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Melica uniflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Thesium divaricatum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Aegilops triuncialis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cephalanthera rubra,NA,NA,NA,https://doi.org/10.15470/j3rugb
Tragopogon pratensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Avenula pratensis iberica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cystopteris fragilis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ulmus minor,NA,NA,NA,https://doi.org/10.15470/j3rugb
Malva tournefortiana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Viburnum lantana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Malus communis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Gastridium ventricosum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cardamine hirsuta,NA,NA,NA,https://doi.org/10.15470/j3rugb
Valerianella locusta,NA,NA,NA,https://doi.org/10.15470/j3rugb
Calepina irregularis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Luzula campestris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Jonopsidium abulense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Centaurium pulchellum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex divulsa leersii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Brachypodium distachyon,NA,NA,NA,https://doi.org/10.15470/j3rugb
Centaurium grandiflorum majus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Desmazeria rigida,NA,NA,NA,https://doi.org/10.15470/j3rugb
Parapholis strigosa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lophochloa cristata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Astragalus incanus nummularioides,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cruciata laevipes,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polystichum setiferum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Senecio lividus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Asplenium trichomanes quadrivalens,NA,NA,NA,https://doi.org/10.15470/j3rugb
Calendula arvensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sedum album,NA,NA,NA,https://doi.org/10.15470/j3rugb
Bellis sylvestris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Capsella rubella,NA,NA,NA,https://doi.org/10.15470/j3rugb
Alyssum granatense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Myosotis discolor,NA,NA,NA,https://doi.org/10.15470/j3rugb
Myosotis discolor,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ruscus aculeatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Aegilops geniculata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Bromus scoparius,NA,NA,NA,https://doi.org/10.15470/j3rugb
Myosotis decumbens,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sesamoides canescens,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ophrys apifera,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium picoalbense,29TQH45,29TQH4451,NA,https://doi.org/10.15470/j3rugb
Hieracium coleoides,31TCH01,31TCH0118,NA,https://doi.org/10.15470/j3rugb
Hieracium asturicum,30TYN03,30TYN0039,NA,https://doi.org/10.15470/j3rugb
Hieracium asturicum,30TBH62,30TBH6529,NA,https://doi.org/10.15470/j3rugb
Hieracium aesculifolium,30TUN47,30TUN4977,NA,https://doi.org/10.15470/j3rugb
Hieracium pseudoalejandrei,30TTN95,30TTN9659,NA,https://doi.org/10.15470/j3rugb
Hieracium marinianum,30TUN37,30TUN3976,NA,https://doi.org/10.15470/j3rugb
Hieracium salarduense,30TUN47,30TUN4977,NA,https://doi.org/10.15470/j3rugb
Hieracium alejandrei,30TTN84,30TTN8044,NA,https://doi.org/10.15470/j3rugb
Hieracium _,30TYN03,30TYN0139,NA,https://doi.org/10.15470/j3rugb
Euphorbia hyberna,31TCH12,31TCH1228,NA,https://doi.org/10.15470/j3rugb
Equisetum ramosissimum ramosissimum,31TDF09,NA,NA,https://doi.org/10.15470/j3rugb
Capsicum annuum,31TDG01,NA,NA,https://doi.org/10.15470/j3rugb
Campanula rotundifolia,31TDG49,NA,NA,https://doi.org/10.15470/j3rugb
Rumex induratus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Santolina semidentata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium balnearicum,30TYN23,30TYN2637,NA,https://doi.org/10.15470/j3rugb
Hieracium cryptanthum,31TBH62,31TBH6529,NA,https://doi.org/10.15470/j3rugb
Hieracium solerianum,30TYN02,30TYN0729,NA,https://doi.org/10.15470/j3rugb
Hieracium belsetanum,31TCH01,31TCH0118,NA,https://doi.org/10.15470/j3rugb
Lathyrus filiformis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Leontodon autumnalis,31TDG47,NA,NA,https://doi.org/10.15470/j3rugb
Lonicera pyrenaica,31TCG67,NA,NA,https://doi.org/10.15470/j3rugb
Quercus humilis,31TCG89,NA,NA,https://doi.org/10.15470/j3rugb
Rosa moschata,31TCG68,31TCG6183,NA,https://doi.org/10.15470/j3rugb
Rumex cristatus,31TDF29,31TDF2594,NA,https://doi.org/10.15470/j3rugb
Saxifraga geranioides,NA,NA,NA,https://doi.org/10.15470/j3rugb
Saxifraga pentadactylis pentadactylis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Campanula recta,31TCH60,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium fagopalentinum,30TTN55,30TTN5551,NA,https://doi.org/10.15470/j3rugb
Hieracium iberomaculatum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Saxifraga geranioides,NA,NA,NA,https://doi.org/10.15470/j3rugb
Betula celtiberica,30TUN17,30TUN1571,NA,https://doi.org/10.15470/j3rugb
Lychnis flos-cuculi,30TUN16,30TUN1467,NA,https://doi.org/10.15470/j3rugb
Thymus munbyanus mastigophorus,30TUN16,30TUN1868,NA,https://doi.org/10.15470/j3rugb
Lotus corniculatus,30TUN17,30TUN1672,NA,https://doi.org/10.15470/j3rugb
Trifolium pratense,30TUN16,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium saliencianum,29TQH35,29TQH3755,NA,https://doi.org/10.15470/j3rugb
Xanthium orientale,30SXJ55,30SXJ5750,NA,https://doi.org/10.15470/j3rugb
Achillea millefolium ceretanica,31TDG18,31TDG1488,NA,https://doi.org/10.15470/j3rugb
Bromus lanceolatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Scorpiurus sulcatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia pterococca,NA,NA,NA,https://doi.org/10.15470/j3rugb
Stachys ocymastrum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Epilobium hirsutum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Oxalis corniculata,30TUP20,30TUP2908,NA,https://doi.org/10.15470/j3rugb
Ricinus communis,30SVF57,30SVF5375,NA,https://doi.org/10.15470/j3rugb
Quercus robur broteroana,29TQE16,29TQE1567,NA,https://doi.org/10.15470/j3rugb
Silene inaperta,29TQE16,29TQE1567,NA,https://doi.org/10.15470/j3rugb
Dactyloctenium aegyptium,29SQD50,29SQD5209,NA,https://doi.org/10.15470/j3rugb
Dittrichia revoluta,29SNB43,29SNB4432,NA,https://doi.org/10.15470/j3rugb
Muscari comosum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Scorzonera hispanica crispatula,30TXN91,30TXN9916,NA,https://doi.org/10.15470/j3rugb
Coronilla minima minima,NA,NA,NA,https://doi.org/10.15470/j3rugb
Dianthus hyssopifolius hyssopifolius,NA,NA,NA,https://doi.org/10.15470/j3rugb
Antirrhinum braun-blanquetii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Koeleria vallesiana vallesiana,29SND06,29SND0766,NA,https://doi.org/10.15470/j3rugb
Avenula sulcata occidentalis,29SND06,29SND0664,NA,https://doi.org/10.15470/j3rugb
Centaurium erythraea,29TPG56,29TPG5867,NA,https://doi.org/10.15470/j3rugb
Agrostis nebulosa,30TWN23,30TWN2731,NA,https://doi.org/10.15470/j3rugb
Carex sylvatica sylvatica,30TWN24,30TWN2741,NA,https://doi.org/10.15470/j3rugb
Pimpinella peregrina,30TWN24,30TWN2342,NA,https://doi.org/10.15470/j3rugb
Trisetum loeflingianum,30SWJ91,30SWJ9114,NA,https://doi.org/10.15470/j3rugb
Abutilon theophrasti,30TVL81,30TVL8610,NA,https://doi.org/10.15470/j3rugb
Lamarckia aurea,30T0444,30T044248,NA,https://doi.org/10.15470/j3rugb
